,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU
11327,Barra da Tijuca,2,1,1,78,2500.0,1200.0,75.0
11338,Copacabana,3,0,1,100,2900.0,890.0,0.0
11344,Tijuca,2,0,0,90,1500.0,480.0,0.0
11355,Vaz Lobo,3,1,1,85,1300.0,300.0,0.0
11362,Barra da Tijuca,2,1,1,101,1500.0,2305.0,305.0
11367,Recreio dos Bandeirantes,4,3,2,250,1500.0,1380.0,700.0
11370,Laranjeiras,2,1,0,105,2800.0,815.0,150.0
11372,Freguesia (Jacarepaguá),2,1,1,76,1500.0,831.0,76.0
11374,Barra da Tijuca,2,1,1,85,2300.0,1175.0,208.0
11385,Recreio dos Bandeirantes,3,1,1,78,1500.0,770.0,108.0
11389,Campo Grande,3,1,1,95,1200.0,900.0,0.0
11398,Botafogo,3,0,0,78,2750.0,410.0,122.0
11399,Recreio dos Bandeirantes,2,1,1,110,1500.0,674.0,0.0
11403,Lagoa,2,0,2,82,2500.0,1060.0,0.0
11414,Tijuca,2,1,1,75,1800.0,670.0,50.0
11416,Barra da Tijuca,3,1,1,95,2000.0,1400.0,0.0
11418,Tijuca,3,1,1,100,1600.0,320.0,90.0
11425,Barra da Tijuca,3,1,1,90,2600.0,1200.0,0.0
11433,Bento Ribeiro,4,2,1,144,2200.0,475.0,100.0
11447,Recreio dos Bandeirantes,2,2,2,85,2200.0,1250.0,140.0
11459,Recreio dos Bandeirantes,2,2,1,197,1800.0,750.0,393.0
11461,Botafogo,3,1,1,81,2800.0,880.0,188.0
11464,Tijuca,2,2,1,90,2000.0,1100.0,0.0
11475,Barra da Tijuca,2,1,2,90,2600.0,1300.0,0.0
11494,Campo Grande,2,1,0,74,800.0,600.0,0.0
11499,Recreio dos Bandeirantes,3,2,1,90,1850.0,1245.0,135.0
11503,Glória,2,0,0,85,2000.0,801.0,103.0
11520,Flamengo,2,0,0,75,2500.0,550.0,0.0
11528,Copacabana,2,0,0,79,2700.0,830.0,135.0
11534,Tijuca,2,1,1,75,1800.0,620.0,150.0
11537,Barra da Tijuca,2,1,1,72,2500.0,1000.0,0.0
11540,Copacabana,2,0,0,72,2200.0,758.0,0.0
11541,Vila Isabel,2,1,0,75,1800.0,250.0,20.0
11542,Recreio dos Bandeirantes,2,1,1,80,2000.0,1000.0,120.0
11544,Barra da Tijuca,3,1,1,97,2300.0,750.0,0.0
11547,Recreio dos Bandeirantes,2,2,1,100,1600.0,490.0,0.0
11550,Barra da Tijuca,2,2,1,73,2600.0,1300.0,1400.0
11551,Tijuca,2,1,1,86,2500.0,707.0,0.0
11557,Freguesia (Jacarepaguá),3,2,1,140,2200.0,1200.0,190.0
11576,Tijuca,3,0,0,72,1300.0,536.0,70.0
11577,Campo Grande,3,1,0,90,1000.0,320.0,0.0
11582,Freguesia (Ilha do Governador),3,1,1,115,2000.0,580.0,160.0
11584,Recreio dos Bandeirantes,3,2,1,89,1900.0,845.0,0.0
11589,Recreio dos Bandeirantes,3,1,1,85,2100.0,990.0,180.0
11593,Recreio dos Bandeirantes,3,2,1,181,2700.0,900.0,0.0
11596,Recreio dos Bandeirantes,3,2,1,89,2500.0,385.0,153.0
11597,Recreio dos Bandeirantes,3,1,1,144,2990.0,1090.0,468.0
11598,Copacabana,2,1,0,95,2500.0,1510.0,199.0
11599,Vila Valqueire,3,2,1,123,2650.0,450.0,0.0
11611,Recreio dos Bandeirantes,3,1,1,83,1550.0,972.0,0.0
11613,Recreio dos Bandeirantes,3,2,1,130,1900.0,823.0,0.0
11615,Grajaú,2,0,1,73,1400.0,640.0,0.0
11617,Barra da Tijuca,3,1,1,95,2400.0,1200.0,2413.0
11624,Recreio dos Bandeirantes,3,2,1,100,1700.0,410.0,130.0
11625,Freguesia (Jacarepaguá),3,2,1,127,2300.0,1140.0,1852.0
11631,Tijuca,2,0,0,85,1470.0,550.0,78.0
11634,Freguesia (Jacarepaguá),3,1,1,92,1590.0,870.0,130.0
11638,Bonsucesso,3,0,0,107,1300.0,420.0,62.0
11640,Botafogo,3,1,1,130,2600.0,1200.0,130.0
11641,Taquara,2,1,2,80,1450.0,564.0,87.0
11642,Recreio dos Bandeirantes,3,1,1,85,1900.0,500.0,150.0
11666,Recreio dos Bandeirantes,3,1,2,194,1800.0,1000.0,0.0
11674,Tanque,2,2,1,90,1200.0,379.0,88.0
11675,Recreio dos Bandeirantes,4,2,1,160,1900.0,1093.0,183.0
11683,Freguesia (Jacarepaguá),3,2,1,161,2800.0,1527.0,225.0
11687,Taquara,3,1,1,74,950.0,671.0,15.0
11698,Copacabana,2,0,0,75,2500.0,764.0,26.0
11701,Recreio dos Bandeirantes,3,2,1,80,1800.0,600.0,198.0
11703,Tijuca,2,1,1,80,2800.0,950.0,105.0
11706,Cachambi,2,0,0,100,900.0,101.0,0.0
11709,Recreio dos Bandeirantes,2,2,1,123,2500.0,715.0,266.0
11710,Recreio dos Bandeirantes,2,2,1,90,1700.0,609.0,166.0
11717,Tijuca,3,1,0,107,2200.0,600.0,144.0
11720,Flamengo,2,0,0,88,2500.0,674.0,0.0
11721,Tijuca,3,0,0,80,2500.0,900.0,0.0
11724,Recreio dos Bandeirantes,2,2,1,90,1500.0,700.0,0.0
11727,Barra da Tijuca,2,1,1,76,2400.0,1300.0,1900.0
11733,Tijuca,3,0,0,100,1800.0,770.0,155.0
11753,Recreio dos Bandeirantes,2,1,1,75,1500.0,632.0,120.0
11760,Tijuca,3,1,0,99,1800.0,672.0,114.0
11767,Freguesia (Jacarepaguá),3,1,1,90,2200.0,750.0,112.0
11778,Tijuca,2,1,1,87,2700.0,700.0,202.0
11804,Tijuca,3,1,0,102,1700.0,626.0,0.0
11811,Barra da Tijuca,2,1,2,80,1300.0,1090.0,71.0
11824,Recreio dos Bandeirantes,2,1,2,75,1400.0,1354.0,1340.0
11826,Tijuca,3,2,1,84,2350.0,950.0,890.0
11832,Vila Isabel,2,0,0,80,1500.0,344.0,24.0
11841,Vila Isabel,3,2,0,200,2500.0,1500.0,130.0
11851,Méier,2,2,1,120,1900.0,895.0,0.0
11859,Leme,2,0,0,77,2400.0,510.0,71.0
11864,Barra da Tijuca,2,1,1,80,2800.0,1300.0,136.0
11872,Tijuca,3,1,1,79,2400.0,1007.0,0.0
11889,Recreio dos Bandeirantes,3,2,2,184,2500.0,1375.0,477.0
11916,Recreio dos Bandeirantes,3,1,1,93,1900.0,650.0,134.0
11917,Laranjeiras,3,0,0,89,2500.0,350.0,0.0
11927,Tijuca,2,1,1,90,1400.0,900.0,180.0
11942,Recreio dos Bandeirantes,2,3,2,157,2150.0,1178.0,326.0
11964,Vila Isabel,3,2,1,140,2000.0,1300.0,145.0
11969,Tijuca,3,1,1,112,2200.0,810.0,0.0
12006,Grajaú,2,1,1,90,1600.0,850.0,104.0
12009,Freguesia (Jacarepaguá),3,1,1,93,1190.0,930.0,0.0
12032,Barra da Tijuca,3,0,0,91,2200.0,1400.0,1050.0
12038,Freguesia (Jacarepaguá),3,2,1,95,1900.0,850.0,160.0
12049,Rio Comprido,3,0,0,75,1000.0,300.0,33.0
12054,Botafogo,3,1,1,90,2800.0,1500.0,180.0
12059,Irajá,3,2,1,105,1900.0,390.0,120.0
12064,Tijuca,2,0,0,90,1800.0,625.0,115.0
12065,Recreio dos Bandeirantes,3,2,1,95,1600.0,760.0,0.0
12069,Tijuca,3,0,0,137,1200.0,930.0,182.0
12072,Recreio dos Bandeirantes,2,1,1,90,1800.0,590.0,130.0
12097,Engenho Novo,2,1,0,75,1000.0,303.0,17.0
12099,Vila Isabel,2,1,0,90,1600.0,505.0,89.0
12137,Copacabana,2,0,0,87,2800.0,855.0,0.0
12174,Grajaú,2,0,1,75,1700.0,685.0,0.0
12180,Flamengo,3,0,0,83,2000.0,450.0,0.0
12222,Recreio dos Bandeirantes,3,2,2,155,2500.0,1000.0,180.0
12233,Rio Comprido,3,1,1,79,2100.0,900.0,0.0
12236,Méier,3,2,1,80,1800.0,800.0,0.0
12237,Bonsucesso,2,0,0,90,1100.0,90.0,0.0
12245,Recreio dos Bandeirantes,3,1,1,127,1500.0,1140.0,265.0
12270,Barra da Tijuca,2,2,1,86,2650.0,1517.0,274.0
12271,Barra da Tijuca,3,2,1,110,2800.0,1192.0,0.0
12283,Tijuca,3,1,0,80,1600.0,450.0,0.0
12298,Tijuca,3,0,0,79,2100.0,764.0,0.0
12300,Recreio dos Bandeirantes,2,2,2,90,1800.0,1100.0,0.0
12305,Botafogo,2,1,0,100,2900.0,881.0,129.0
12310,Recreio dos Bandeirantes,2,0,1,80,1500.0,773.0,116.0
12329,Grajaú,3,1,1,91,2800.0,800.0,0.0
12333,Laranjeiras,2,1,1,72,2500.0,750.0,90.0
12338,Cachambi,3,1,0,77,1400.0,680.0,0.0
12340,Barra da Tijuca,2,1,2,93,2500.0,1350.0,281.0
12348,Botafogo,3,1,0,95,2500.0,827.0,168.0
12352,Recreio dos Bandeirantes,2,1,1,78,2000.0,720.0,150.0
12362,Recreio dos Bandeirantes,3,1,1,123,2300.0,816.0,2800.0
12367,Barra da Tijuca,2,1,2,80,2300.0,952.0,0.0
12368,Cachambi,2,0,0,86,1100.0,370.0,12.0
12372,Tijuca,2,0,0,101,1400.0,627.0,91.0
12376,Recreio dos Bandeirantes,2,2,1,97,2000.0,1000.0,180.0
12378,Laranjeiras,3,0,0,130,2800.0,915.0,133.0
12388,Tijuca,3,0,0,105,1800.0,760.0,128.0
12393,Penha Circular,2,1,0,75,1300.0,490.0,0.0
12410,Maracanã,3,2,1,116,2500.0,1300.0,163.0
12413,Recreio dos Bandeirantes,3,2,1,109,2500.0,842.0,192.0
12415,Tijuca,2,0,0,80,1600.0,222.0,25.0
12417,Anil,3,1,1,117,1800.0,250.0,0.0
12422,Recreio dos Bandeirantes,2,1,1,111,1450.0,606.0,235.0
12428,Recreio dos Bandeirantes,3,2,1,100,1800.0,650.0,0.0
12430,Tijuca,3,1,1,80,2900.0,1105.0,0.0
12437,Recreio dos Bandeirantes,3,2,1,90,1800.0,505.0,114.0
12440,Tijuca,3,1,1,85,2000.0,1310.0,94.0
12446,Pechincha,3,1,1,76,1450.0,680.0,95.0
12450,Freguesia (Jacarepaguá),3,1,1,76,1800.0,800.0,1000.0
12461,Recreio dos Bandeirantes,2,1,0,76,1600.0,478.0,157.0
12462,Barra da Tijuca,2,1,2,85,2500.0,2000.0,3100.0
12465,Praça da Bandeira,2,0,1,76,1600.0,700.0,0.0
12478,Barra da Tijuca,3,1,1,73,2100.0,620.0,0.0
12480,Tijuca,2,0,0,102,2000.0,700.0,0.0
12481,Recreio dos Bandeirantes,3,2,1,100,2200.0,900.0,0.0
12482,Campo Grande,3,1,1,80,1500.0,500.0,0.0
12483,Tijuca,3,1,0,91,2000.0,887.0,122.0
12486,Anil,3,2,2,175,2600.0,1255.0,1433.0
12508,Recreio dos Bandeirantes,3,2,1,92,2100.0,700.0,10.0
12513,Flamengo,2,1,0,110,2400.0,1224.0,195.0
12516,Recreio dos Bandeirantes,3,2,1,146,1800.0,1063.0,0.0
12522,Barra da Tijuca,2,1,2,83,2390.0,1530.0,276.0
12531,Praça Seca,2,1,0,74,600.0,250.0,16.0
12535,Centro,3,0,0,90,2100.0,550.0,50.0
12537,Barra da Tijuca,3,2,1,140,2700.0,1600.0,4500.0
12543,Copacabana,3,1,0,110,2850.0,1500.0,170.0
12548,Barra da Tijuca,2,2,1,107,2900.0,1247.0,2806.0
12551,Recreio dos Bandeirantes,2,1,1,74,2350.0,600.0,100.0
12571,Copacabana,2,0,1,130,2900.0,1400.0,190.0
12593,Tijuca,3,1,1,98,2400.0,660.0,113.0
12607,Leme,2,0,0,75,2600.0,878.0,0.0
12608,Jacarepaguá,2,1,1,134,2200.0,788.0,180.0
12609,Copacabana,3,1,0,100,2500.0,1204.0,0.0
12613,Barra da Tijuca,4,2,1,158,2500.0,1622.0,404.0
12614,Recreio dos Bandeirantes,3,1,1,80,1700.0,1090.0,1300.0
12620,Recreio dos Bandeirantes,3,2,1,100,2000.0,650.0,114.0
12628,Vila Isabel,2,2,0,90,2100.0,300.0,94.0
12638,Laranjeiras,2,1,0,75,2000.0,895.0,107.0
12651,Tijuca,2,1,0,74,1600.0,860.0,83.0
12654,Recreio dos Bandeirantes,3,2,1,105,2500.0,950.0,232.0
12656,Recreio dos Bandeirantes,2,2,1,90,2100.0,850.0,161.0
12663,Recreio dos Bandeirantes,3,2,1,110,1950.0,565.0,212.0
12676,Recreio dos Bandeirantes,2,2,1,105,2200.0,648.0,156.0
12680,Botafogo,2,1,1,103,2950.0,1026.0,215.0
12682,Barra da Tijuca,2,1,1,90,2450.0,1404.0,2819.0
12684,Tijuca,2,1,1,84,1800.0,815.0,107.0
12688,Recreio dos Bandeirantes,2,2,1,81,1900.0,700.0,1600.0
12694,Méier,3,1,1,83,1000.0,836.0,95.0
12695,Copacabana,2,0,0,75,2800.0,1200.0,90.0
12699,Jacarepaguá,3,1,1,74,2200.0,770.0,500.0
12707,Freguesia (Jacarepaguá),3,1,1,77,1800.0,460.0,0.0
12714,Laranjeiras,2,0,0,84,2300.0,1004.0,0.0
12723,Recreio dos Bandeirantes,3,0,2,90,2000.0,715.0,154.0
12732,Tijuca,3,1,1,98,2400.0,823.0,173.0
12734,Barra da Tijuca,2,1,1,77,1850.0,1061.0,0.0
12741,Copacabana,2,0,0,80,2000.0,900.0,1484.0
12752,Maracanã,2,1,1,82,1900.0,850.0,0.0
12759,Méier,2,1,0,79,1400.0,560.0,36.0
12761,Copacabana,2,0,0,101,2890.0,1230.0,150.0
12765,Vila da Penha,3,0,1,81,1200.0,260.0,0.0
12772,Barra da Tijuca,2,1,1,99,2400.0,1543.0,338.0
12775,Tijuca,2,1,1,82,1500.0,750.0,66.0
12784,Recreio dos Bandeirantes,2,1,1,77,1600.0,820.0,175.0
12786,Tijuca,2,1,0,75,1700.0,880.0,120.0
12793,Tijuca,3,1,0,193,1700.0,850.0,116.0
12799,Barra da Tijuca,2,1,1,80,2500.0,1339.0,187.0
12824,Vila Isabel,2,1,0,80,1600.0,630.0,65.0
12828,Barra da Tijuca,3,2,1,106,2500.0,1772.0,249.0
12846,Pechincha,2,1,0,75,800.0,485.0,0.0
12850,Freguesia (Jacarepaguá),3,2,1,105,2500.0,895.0,160.0
12857,Tijuca,2,0,0,95,1300.0,680.0,129.0
12862,Recreio dos Bandeirantes,2,1,1,86,2100.0,1050.0,135.0
12866,Barra da Tijuca,3,1,1,120,2900.0,2150.0,388.0
12868,Tijuca,2,1,2,121,2300.0,1000.0,0.0
12870,Barra da Tijuca,2,1,1,72,1800.0,892.0,187.0
12891,Vila Isabel,2,1,0,72,1500.0,450.0,90.0
12894,Recreio dos Bandeirantes,3,2,1,161,2190.0,610.0,366.0
12897,Freguesia (Jacarepaguá),2,1,1,86,1150.0,790.0,598.0
12904,Tijuca,3,0,0,116,2000.0,730.0,1160.0
12912,Andaraí,3,0,1,85,1700.0,380.0,35.0
12915,Freguesia (Jacarepaguá),3,2,1,132,1900.0,1100.0,110.0
12918,Copacabana,2,0,0,73,2300.0,700.0,0.0
12923,Barra da Tijuca,2,1,1,80,2500.0,1000.0,120.0
12932,Barra da Tijuca,2,1,1,93,2550.0,990.0,170.0
12941,Barra da Tijuca,2,1,1,73,2000.0,886.0,0.0
12955,Taquara,2,1,0,100,1200.0,200.0,80.0
12964,Recreio dos Bandeirantes,2,3,1,100,2200.0,625.0,198.0
12966,Barra da Tijuca,2,1,1,78,2100.0,1350.0,140.0
12973,Recreio dos Bandeirantes,2,2,1,92,2800.0,850.0,0.0
13000,Quintino Bocaiúva,2,0,0,90,1000.0,500.0,26.0
13006,Laranjeiras,2,0,0,74,2300.0,592.0,100.0
13020,Copacabana,3,1,0,105,2500.0,1400.0,220.0
13022,Tijuca,3,0,0,86,2500.0,561.0,113.0
13027,Barra da Tijuca,3,0,1,86,1600.0,928.0,251.0
13029,Rio Comprido,3,0,0,86,1600.0,350.0,0.0
13030,Tijuca,3,1,2,116,2500.0,900.0,220.0
13033,Ipanema,2,1,0,100,2800.0,815.0,244.0
13039,Jacarepaguá,3,1,1,112,2300.0,1876.0,0.0
13056,Recreio dos Bandeirantes,2,1,1,74,2300.0,600.0,0.0
13057,Barra da Tijuca,2,1,1,98,2900.0,1080.0,0.0
13059,Jacarepaguá,3,1,1,82,2100.0,735.0,65.0
13062,Barra da Tijuca,2,1,1,72,2200.0,1390.0,120.0
13070,Recreio dos Bandeirantes,3,2,1,80,1700.0,800.0,115.0
13075,Vila Kosmos,2,1,0,82,1650.0,218.0,0.0
13090,Barra da Tijuca,2,1,1,74,2300.0,1350.0,0.0
13092,Rio Comprido,3,0,0,86,1800.0,530.0,76.0
13096,Grajaú,3,0,0,80,1600.0,600.0,240.0
13106,Tijuca,2,0,0,74,1200.0,797.0,0.0
13109,Recreio dos Bandeirantes,3,2,1,79,2400.0,944.0,155.0
13115,Flamengo,2,0,0,97,2800.0,770.0,167.0
13119,Recreio dos Bandeirantes,3,2,1,100,2500.0,980.0,190.0
13128,Freguesia (Jacarepaguá),3,2,2,94,2500.0,610.0,0.0
13135,Recreio dos Bandeirantes,2,1,2,90,1600.0,1350.0,200.0
13146,Jardim Botânico,2,2,1,75,2900.0,1423.0,194.0
13169,Tijuca,2,1,1,73,1800.0,902.0,0.0
13184,Freguesia (Jacarepaguá),4,1,2,112,2400.0,648.0,0.0
13186,Tijuca,4,1,1,140,2700.0,1227.0,287.0
13196,Recreio dos Bandeirantes,3,2,1,104,2200.0,740.0,258.0
13203,Méier,2,1,1,85,1850.0,480.0,35.0
13210,Recreio dos Bandeirantes,3,2,3,108,2500.0,1100.0,0.0
13217,Copacabana,2,0,0,75,2200.0,560.0,1000.0
13234,Recreio dos Bandeirantes,2,2,1,109,2600.0,712.0,2464.0
13252,Botafogo,3,0,1,91,2300.0,305.0,166.0
13253,Recreio dos Bandeirantes,3,2,2,149,2500.0,1300.0,1595.0
13254,Barra da Tijuca,3,1,1,110,2700.0,1700.0,280.0
13255,Flamengo,2,1,1,80,2600.0,1100.0,0.0
13277,Botafogo,2,1,1,76,2950.0,945.0,156.0
13280,Barra da Tijuca,3,1,1,90,2450.0,1466.0,166.0
13284,Barra da Tijuca,3,2,1,74,2500.0,622.0,64.0
13287,Recreio dos Bandeirantes,3,1,1,83,1750.0,463.0,0.0
13288,São Conrado,2,1,1,80,2900.0,660.0,0.0
13289,Cachambi,3,3,2,186,2500.0,1000.0,260.0
13291,Vila Isabel,2,1,0,120,2200.0,390.0,200.0
13301,Freguesia (Jacarepaguá),2,2,1,92,2500.0,733.0,135.0
13304,Freguesia (Jacarepaguá),2,1,1,74,1900.0,695.0,100.0
13307,Tijuca,2,1,1,78,2300.0,560.0,82.0
13313,Recreio dos Bandeirantes,2,1,1,71,2300.0,600.0,0.0
13321,Taquara,3,2,1,130,1000.0,700.0,138.0
13322,Barra da Tijuca,2,1,1,78,2300.0,945.0,130.0
13324,Maracanã,2,0,1,79,2300.0,907.0,99.0
13328,Barra da Tijuca,2,1,2,86,2800.0,1400.0,250.0
13345,Pechincha,3,1,1,75,1500.0,590.0,0.0
13354,Barra da Tijuca,2,1,2,88,2350.0,1460.0,2219.0
13356,Freguesia (Jacarepaguá),2,1,1,80,1600.0,728.0,0.0
13358,Copacabana,2,2,1,86,2800.0,654.0,270.0
13374,Barra da Tijuca,2,1,1,74,2500.0,796.0,222.0
13384,Gávea,2,0,0,80,2700.0,700.0,130.0
13392,Vila Isabel,2,0,0,71,900.0,480.0,0.0
13394,Flamengo,2,1,1,85,2500.0,1200.0,0.0
13400,Barra da Tijuca,2,1,1,84,2300.0,1250.0,203.0
13406,Recreio dos Bandeirantes,3,1,1,82,2000.0,920.0,152.0
13413,Barra da Tijuca,2,1,2,84,2500.0,1510.0,279.0
13435,Tijuca,3,1,1,125,2500.0,1100.0,200.0
13439,Recreio dos Bandeirantes,3,2,1,89,1650.0,1298.0,200.0
13441,Recreio dos Bandeirantes,2,1,2,94,1300.0,965.0,0.0
13444,Tijuca,2,0,0,83,1800.0,556.0,81.0
13451,Vila Isabel,2,1,1,80,1500.0,880.0,92.0
13457,Laranjeiras,2,0,0,80,2600.0,847.0,95.0
13465,Tijuca,2,1,1,100,2200.0,890.0,0.0
13466,Freguesia (Jacarepaguá),3,1,1,84,1900.0,460.0,104.0
13469,Méier,2,1,0,76,1300.0,697.0,86.0
13497,Barra da Tijuca,3,2,1,115,2700.0,1683.0,262.0
13507,Penha,3,1,0,85,1200.0,400.0,0.0
13510,Tijuca,3,0,0,85,1900.0,700.0,75.0
13514,Maracanã,2,1,0,73,1800.0,600.0,0.0
13520,Botafogo,2,1,0,85,2700.0,785.0,120.0
13521,Flamengo,2,0,0,85,2450.0,700.0,120.0
13530,Jacaré,2,0,0,83,1000.0,250.0,25.0
13544,Jardim Guanabara,2,1,0,75,2200.0,400.0,119.0
13549,Taquara,3,1,2,88,1800.0,500.0,0.0
13562,Barra da Tijuca,3,1,1,120,2900.0,1600.0,310.0
13569,Recreio dos Bandeirantes,3,2,1,200,2700.0,1300.0,400.0
13584,Anchieta,2,0,0,84,850.0,79.0,0.0
13589,Barra da Tijuca,3,1,1,120,2900.0,2190.0,0.0
13591,Recreio dos Bandeirantes,3,2,0,121,2600.0,950.0,152.0
13594,Barra da Tijuca,2,1,1,100,2900.0,1732.0,232.0
13610,Barra da Tijuca,2,1,1,95,1700.0,1480.0,0.0
13620,Cachambi,2,1,0,77,1300.0,605.0,105.0
13622,Flamengo,2,1,0,72,2500.0,580.0,76.0
13626,Recreio dos Bandeirantes,2,2,1,90,1850.0,1080.0,160.0
13630,Recreio dos Bandeirantes,3,2,1,96,2300.0,847.0,196.0
13635,Tijuca,2,1,0,81,1550.0,600.0,87.0
13642,Copacabana,2,1,0,107,2800.0,672.0,22.0
13652,Recreio dos Bandeirantes,3,1,1,170,1600.0,1230.0,0.0
13657,Recreio dos Bandeirantes,3,2,1,109,1800.0,588.0,0.0
13667,Tijuca,2,1,0,88,1200.0,640.0,0.0
13668,Praça Seca,2,2,1,165,1000.0,1100.0,1914.0
13673,Tijuca,3,1,0,94,2000.0,696.0,95.0
13675,Catete,2,0,0,85,1700.0,420.0,154.0
13682,Tijuca,2,0,0,80,1400.0,850.0,0.0
13686,Jardim Botânico,3,1,0,84,2300.0,688.0,162.0
13695,Rocha,3,1,0,73,1100.0,520.0,15.0
13699,Recreio dos Bandeirantes,2,1,1,76,1800.0,817.0,140.0
13701,Recreio dos Bandeirantes,3,1,1,109,1400.0,1131.0,0.0
13712,Recreio dos Bandeirantes,3,1,2,78,1400.0,845.0,149.0
13717,Recreio dos Bandeirantes,3,2,1,82,1900.0,800.0,115.0
13720,Freguesia (Jacarepaguá),3,2,1,128,2800.0,900.0,200.0
13730,Olaria,2,1,0,85,1600.0,517.0,54.0
13742,Tijuca,3,1,1,86,2650.0,720.0,160.0
13753,Freguesia (Jacarepaguá),4,2,3,124,2200.0,1140.0,165.0
13754,Botafogo,3,1,1,110,2800.0,1000.0,0.0
13757,Jacarepaguá,2,1,1,75,2100.0,960.0,107.0
13764,Vila Isabel,2,1,0,85,1400.0,700.0,0.0
13778,Grajaú,2,1,1,86,1000.0,820.0,96.0
13783,Engenho Novo,2,1,0,80,1200.0,460.0,16.0
13784,Flamengo,2,1,1,80,2700.0,1161.0,209.0
13789,Barra da Tijuca,3,0,0,88,2700.0,350.0,10.0
13798,Laranjeiras,3,0,1,115,2500.0,390.0,58.0
13811,Irajá,3,1,1,110,1600.0,340.0,0.0
13822,Barra da Tijuca,3,2,2,89,2500.0,950.0,0.0
13826,Grajaú,3,1,1,85,1500.0,580.0,0.0
13829,Copacabana,2,0,0,110,2300.0,1284.0,168.0
13834,Penha,3,0,1,110,850.0,920.0,0.0
13835,Recreio dos Bandeirantes,2,2,1,90,1800.0,800.0,170.0
13854,Copacabana,2,1,1,78,2500.0,724.0,210.0
13862,Freguesia (Jacarepaguá),3,2,1,91,2100.0,870.0,0.0
13876,Catete,2,1,1,75,2100.0,725.0,138.0
13877,Tijuca,3,2,1,97,2300.0,870.0,0.0
13878,Recreio dos Bandeirantes,3,2,1,90,1900.0,1200.0,170.0
13884,Barra da Tijuca,3,1,1,86,2000.0,850.0,120.0
13889,Centro,2,0,0,80,2100.0,580.0,22.0
13900,Copacabana,2,0,1,98,2700.0,860.0,110.0
13947,Barra da Tijuca,2,1,1,100,2650.0,1530.0,280.0
13954,Grajaú,2,1,1,76,1600.0,840.0,0.0
13955,Recreio dos Bandeirantes,2,2,1,96,2300.0,970.0,108.0
13959,Barra da Tijuca,2,1,1,102,2900.0,1420.0,290.0
13961,Olaria,2,1,0,80,1350.0,550.0,0.0
13968,Tijuca,3,1,0,150,1600.0,650.0,90.0
13969,Copacabana,3,0,0,85,2900.0,1000.0,160.0
13974,Barra da Tijuca,4,2,1,158,2500.0,1622.0,405.0
13977,Botafogo,2,1,1,90,2600.0,900.0,0.0
13978,Barra da Tijuca,3,2,1,98,2550.0,1210.0,105.0
13982,Copacabana,2,1,1,105,2800.0,735.0,0.0
13990,Flamengo,2,1,1,100,2850.0,750.0,212.0
13999,Barra da Tijuca,2,1,1,94,2050.0,1560.0,217.0
14007,Recreio dos Bandeirantes,3,2,2,196,2500.0,1405.0,2574.0
14009,Copacabana,2,0,0,75,2600.0,1200.0,90.0
14016,Tijuca,3,0,0,90,1999.0,600.0,0.0
14019,Tijuca,3,1,1,140,2800.0,1260.0,0.0
14021,Andaraí,2,0,0,80,1300.0,691.0,66.0
14024,Tijuca,2,0,0,73,1800.0,550.0,0.0
14028,Recreio dos Bandeirantes,3,1,1,75,1800.0,870.0,150.0
14035,Tijuca,2,1,0,91,1700.0,660.0,143.0
14037,Praça Seca,4,2,3,245,2700.0,1380.0,145.0
14041,Copacabana,3,0,0,100,2200.0,1013.0,214.0
14049,Recreio dos Bandeirantes,4,2,2,172,2700.0,1200.0,287.0
14057,Méier,2,1,0,88,1800.0,770.0,90.0
14062,Recreio dos Bandeirantes,3,2,1,100,2000.0,471.0,214.0
14065,Recreio dos Bandeirantes,2,2,2,83,2700.0,800.0,270.0
14068,Leblon,3,0,0,93,2800.0,1124.0,0.0
14069,Copacabana,2,0,0,75,2700.0,580.0,179.0
14080,Grajaú,2,0,0,79,1700.0,323.0,79.0
14083,Copacabana,3,0,0,100,2500.0,900.0,209.0
14088,Tijuca,3,0,0,95,1600.0,797.0,0.0
14098,Laranjeiras,2,0,0,80,2600.0,850.0,0.0
14099,Lins de Vasconcelos,2,1,1,95,1600.0,180.0,70.0
14105,Tijuca,3,1,0,100,2000.0,1000.0,98.0
14107,Copacabana,2,1,0,97,2200.0,1480.0,180.0
14113,Jacarepaguá,2,1,1,103,1800.0,1200.0,0.0
14118,Barra da Tijuca,2,1,1,102,2500.0,1450.0,254.0
14126,Flamengo,3,0,0,145,2000.0,1200.0,0.0
14142,Laranjeiras,2,1,0,74,2500.0,668.0,98.0
14143,Engenho Novo,3,1,1,79,1300.0,672.0,115.0
14156,Recreio dos Bandeirantes,3,2,1,100,1900.0,865.0,11.0
14161,Glória,2,0,0,112,2300.0,690.0,0.0
14172,Barra da Tijuca,2,1,1,90,2950.0,1350.0,259.0
14173,Copacabana,3,0,0,103,2500.0,1345.0,226.0
14181,Barra da Tijuca,3,1,1,80,2300.0,600.0,87.0
14188,Tijuca,3,1,2,140,2900.0,220.0,182.0
14189,Vila da Penha,2,1,0,78,1100.0,190.0,0.0
14195,Maracanã,3,2,0,128,2400.0,1005.0,0.0
14200,Barra da Tijuca,2,1,1,72,1600.0,1160.0,76.0
14209,Campo Grande,2,1,1,100,1300.0,350.0,0.0
14214,Catete,3,0,1,97,2800.0,712.0,159.0
